ip,datetime,request_type,request,status,size,referrer,user_agent
52.230.152.228,06/Aug/2024:02:27:23 +0000,GET,/robots.txt,200,3062,-,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
93.95.228.246,06/Aug/2024:02:27:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
49.48.45.25,06/Aug/2024:02:27:46 +0000,GET,/things/fourbar.php,200,7690,https://www.google.com/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
49.48.45.25,06/Aug/2024:02:27:47 +0000,GET,/admin/logger.php?width=1629&height=788,200,229,self,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36"
93.95.228.246,06/Aug/2024:02:28:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
195.148.30.112,06/Aug/2024:02:28:36 +0000,GET,/robots.txt,200,3633,-,Owler (ows.eu/owler)
195.148.30.112,06/Aug/2024:02:28:36 +0000,GET,/singsurf/SingSurfPro.html,404,2669,-,Owler (ows.eu/owler)
195.148.30.112,06/Aug/2024:02:28:37 +0000,GET,/singsurf/releasenotes.html,200,5256,-,Owler (ows.eu/owler)
195.148.30.112,06/Aug/2024:02:28:38 +0000,GET,/singsurf/pcurvehelp.html,200,1669,-,Owler (ows.eu/owler)
195.148.30.112,06/Aug/2024:02:28:39 +0000,GET,/papers/subpar/index.html,200,2652,-,Owler (ows.eu/owler)
66.249.66.18,06/Aug/2024:02:29:18 +0000,GET,/singsurf/SingSurf.html,200,4224,self,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
66.249.66.19,06/Aug/2024:02:29:18 +0000,GET,/robots.txt,200,3617,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
93.95.228.246,06/Aug/2024:02:29:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
172.241.153.17,06/Aug/2024:02:30:08 +0000,GET,/brain/rightbrain.php,200,41492,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:11 +0000,GET,/brain/rightbrain.php,200,41493,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.245.33,06/Aug/2024:02:30:13 +0000,GET,/brain/rightbrain.php,200,41495,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:15 +0000,GET,/pfaf/BlagdonWilderness.php,200,9509,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.245.33,06/Aug/2024:02:30:17 +0000,GET,/brain/rightbrain.html,302,3347,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.245.33,06/Aug/2024:02:30:18 +0000,GET,/brain/rightbrain.php,200,41493,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:19 +0000,GET,/sorites/tidying.php,200,9922,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:21 +0000,GET,/index.php,200,8992,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:23 +0000,GET,/sorites/index.php,200,7997,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:24 +0000,GET,/brain/rightbrain_focus.php,200,41401,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:25 +0000,GET,/djep/jep.php,200,5503,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:27 +0000,GET,/things/fourbar.php,200,10628,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:28 +0000,GET,/djep/GWTFunctionPlot.php,200,5905,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:29 +0000,GET,/parade/Cubics.php,200,12086,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:30 +0000,GET,/djep/GWTImplicitPlot.php,200,7043,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:32 +0000,GET,/polyhedra/uniform.php,200,7649,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:32 +0000,GET,/wallpaper/wallpaper.php,200,11197,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
93.95.228.246,06/Aug/2024:02:30:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
172.241.153.17,06/Aug/2024:02:30:37 +0000,GET,/,200,8991,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:40 +0000,GET,/djep/GWTFunctionPlot.php,200,5905,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:41 +0000,GET,/moon/index.php,200,11795,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:42 +0000,GET,/djep/GWTParamPlot.php,200,6182,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:44 +0000,GET,/MerseysideDockAction/index.html,200,3843,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:45 +0000,GET,/djep/GWTPolarPlot.php,200,6295,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:46 +0000,GET,/LosSamba/,200,5533,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:47 +0000,GET,/djep/GWTImplicitPlot.php,200,7043,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:49 +0000,GET,/papers/dagstal/index.html,200,4152,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:50 +0000,GET,/djep/GWTComplexPlot.php,200,6543,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:51 +0000,GET,/papers/singvis/index.html,200,4819,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:52 +0000,GET,/djep/GWTGridPlot.php,200,6570,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:53 +0000,GET,/papers/dual.html,200,5259,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:54 +0000,GET,/djep/GWTPSurf.php,200,9110,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:57 +0000,GET,/papers/subpar/index.html,200,5360,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:30:58 +0000,GET,/djep/GWTASurf.php,200,6162,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:00 +0000,GET,/papers/algsurf/index.html,200,4994,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:01 +0000,GET,/singsurf/index.php,200,7055,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:02 +0000,GET,/cv.html,200,9788,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:03 +0000,GET,/djep/extensions.php,200,5339,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:04 +0000,GET,/things/quora_question_asker-1.0-an+fx.xpi,200,21536,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:05 +0000,GET,/djep/GWTJep.php,200,5880,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:06 +0000,GET,/things/volume.php,200,7378,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:08 +0000,GET,/djep/jep.php,200,5503,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:09 +0000,GET,/things/superellipsoid.php,200,7238,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:11 +0000,GET,/djep/ExtensionsConsole.php,200,9807,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:13 +0000,GET,/things/triangles.php,200,6607,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:15 +0000,GET,/wallpaper/wallpaper.php,200,11371,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:18 +0000,GET,/things/fourbar.php,200,10629,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:20 +0000,GET,/tuition/index.php,200,6145,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:21 +0000,GET,/stepney/,200,10022,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
17.241.219.219,06/Aug/2024:02:31:21 +0000,GET,/wallpaper/wallpaper.php?FILENAME=IMG_1216_Clip2.jpg,200,11770,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
172.241.153.17,06/Aug/2024:02:31:22 +0000,GET,/tuition/homeed.php,200,6316,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:23 +0000,GET,/aikido/index.php,200,5043,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:23 +0000,GET,/polyhedra/uniform.php,200,7652,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:24 +0000,GET,/parade/coxeter.php,200,9093,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:26 +0000,GET,/brain/rightbrain.php,200,41496,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:27 +0000,GET,/parade/ADE.php,200,9259,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:28 +0000,GET,/pfaf/BlagdonWilderness.php,200,9511,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:29 +0000,GET,/djep/GWTP3Surf.php,200,10529,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:30 +0000,GET,/sorites/tidying.php,200,9925,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:31 +0000,GET,/parade/index.php,200,6149,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:32 +0000,GET,/sorites/index.php,200,7997,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:33 +0000,GET,/parade/Cubics.php,200,12087,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
172.241.153.17,06/Aug/2024:02:31:36 +0000,POST,/admin/subcom.php,200,4280,self,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:114.0) Gecko/20100101 Firefox/114.0
93.95.228.246,06/Aug/2024:02:31:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.249.66.17,06/Aug/2024:02:31:41 +0000,GET,/robots.txt,200,3618,-,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
66.249.66.18,06/Aug/2024:02:31:41 +0000,GET,/wallpaper/maintain.php?sort=file&start=-137500,200,4134,-,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.6478.182 Mobile Safari/537.36 (compatible; GoogleOther)"
17.241.219.226,06/Aug/2024:02:31:49 +0000,GET,/wallpaper/wallpaper.php?FILENAME=IMG_1341.JPG,200,11685,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
93.95.228.246,06/Aug/2024:02:32:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:33:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:34:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:35:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:36:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
17.241.75.162,06/Aug/2024:02:36:46 +0000,GET,/wallpaper/wallpaper.php?FILENAME=amon2.png,200,11436,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
156.59.198.136,06/Aug/2024:02:36:59 +0000,GET,/parade/ADE/A3%20000.svg,200,5750,-,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
93.95.228.246,06/Aug/2024:02:37:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:38:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
114.119.136.72,06/Aug/2024:02:39:26 +0000,GET,/djep/GWTJep.php,200,5843,self,"Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
93.95.228.246,06/Aug/2024:02:39:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
156.59.198.136,06/Aug/2024:02:39:37 +0000,GET,/parade/ADE/D4%20A1A1.svg,200,6647,-,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
93.95.228.246,06/Aug/2024:02:40:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:41:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
47.128.22.2,06/Aug/2024:02:42:16 +0000,GET,/djep/GWTFunctionPlot.php,200,2967,-,"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
47.128.22.2,06/Aug/2024:02:42:16 +0000,GET,/djep/GWTJep2.css,200,1225,self,"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
47.128.22.2,06/Aug/2024:02:42:16 +0000,GET,/djep/gwtUtil.js,200,2187,self,"Mozilla/5.0 (compatible; Bytespider; spider-feedback@bytedance.com) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.0.0 Safari/537.36"
93.95.228.246,06/Aug/2024:02:42:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:43:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
131.153.143.50,06/Aug/2024:02:43:53 +0000,GET,/,200,9042,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
138.246.237.240,06/Aug/2024:02:43:58 +0000,GET,/robots.txt,200,3634,-,Owler (ows.eu/owler)
138.246.237.240,06/Aug/2024:02:43:58 +0000,GET,/papers/subpar/robust.pdf,200,343945,-,Owler (ows.eu/owler)
93.95.228.246,06/Aug/2024:02:44:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
156.59.198.135,06/Aug/2024:02:44:52 +0000,GET,/parade/ADE/A3%20000.svg,200,5750,-,"Mozilla/5.0 (Linux; Android 5.0) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; Bytespider; spider-feedback@bytedance.com)"
114.119.151.153,06/Aug/2024:02:45:27 +0000,GET,/robots.txt,200,3068,-,Mozilla/5.0 (compatible;PetalBot;+https://webmaster.petalsearch.com/site/petalbot)
93.95.228.246,06/Aug/2024:02:45:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:46:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
103.130.91.248,06/Aug/2024:02:46:42 +0000,GET,/pfaf/wholeSite05.jpg,200,37129,https://www.quora.com/,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Mobile Safari/537.36"
93.95.228.246,06/Aug/2024:02:47:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:48:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:49:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
195.191.219.132,06/Aug/2024:02:50:02 +0000,GET,/robots.txt,200,3013,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.132,06/Aug/2024:02:50:06 +0000,GET,/,200,6235,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.132,06/Aug/2024:02:50:08 +0000,GET,/,200,6235,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.132,06/Aug/2024:02:50:10 +0000,GET,/brain/rightbrain.php,200,41306,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.132,06/Aug/2024:02:50:14 +0000,GET,/polyhedra/uniform.html,404,2618,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.132,06/Aug/2024:02:50:18 +0000,GET,/wallpaper/wallpaper.php,200,8497,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
93.95.228.246,06/Aug/2024:02:50:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
66.220.149.10,06/Aug/2024:02:50:54 +0000,GET,/wallpaper/maintain.php?sort=rhits&start=-10500,200,1781,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)
93.95.228.246,06/Aug/2024:02:51:37 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:52:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:53:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:54:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
17.241.227.30,06/Aug/2024:02:55:09 +0000,GET,/wallpaper/wallpaper.php?FILENAME=vc0423_lg.png,200,11731,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15 (Applebot/0.1; +http://www.apple.com/go/applebot)"
38.145.203.51,06/Aug/2024:02:55:32 +0000,GET,/img/sixtyfivesmall.gif,404,5330,-,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:72.0) Gecko/20100101 Firefox/72.0
93.95.228.246,06/Aug/2024:02:55:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:56:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
195.191.219.131,06/Aug/2024:02:57:19 +0000,GET,/robots.txt,200,3011,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.131,06/Aug/2024:02:57:23 +0000,GET,/brain/rightbrain.php,200,38780,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.131,06/Aug/2024:02:57:26 +0000,GET,/index.php,200,6235,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
195.191.219.131,06/Aug/2024:02:57:28 +0000,GET,/wallpaper/wallpaper.php,200,8467,-,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)
93.95.228.246,06/Aug/2024:02:57:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
52.230.152.254,06/Aug/2024:02:58:17 +0000,GET,/robots.txt,200,3237,self,"Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; GPTBot/1.2; +https://openai.com/gptbot)"
93.95.228.246,06/Aug/2024:02:58:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:02:59:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
185.243.218.202,06/Aug/2024:02:59:57 +0000,GET,/things/fourbar.php,200,10630,self,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
185.220.101.46,06/Aug/2024:03:00:02 +0000,GET,/things/volume.php,200,7377,self,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Vivaldi/5.3.2679.68"
93.95.228.246,06/Aug/2024:03:00:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
93.95.228.246,06/Aug/2024:03:01:36 +0000,GET,/,200,20855,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
85.208.96.210,06/Aug/2024:03:01:59 +0000,GET,/robots.txt,200,3244,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
85.208.96.212,06/Aug/2024:03:02:00 +0000,GET,/wallpaper/wallpaper.php?FILENAME=TAZ-block.jpg,200,11258,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
93.95.228.246,06/Aug/2024:03:02:36 +0000,GET,/,200,20854,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
110.42.66.211,06/Aug/2024:03:02:53 +0000,GET,/,200,14582,https://www.phoenixnewlifepoetry.uk/,Mozilla/4.0 (compatible; MSIE 9.0; Windows NT 6.1)
93.95.228.246,06/Aug/2024:03:03:36 +0000,GET,/,200,20856,-,check_http/v2.3.3 (monitoring-plugins 2.3.3)
85.208.96.208,06/Aug/2024:03:03:51 +0000,GET,/robots.txt,200,3244,-,Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)
